NAZWA_PRZEDSIEBIORCY+A1:H1;NAZWA_PUNKTU;MIEJSCOWOSC;ULICA;NR_BUD;TYP_PUNKTU;NR_LOK;ADRES_OPISOWY
PRZEDSI BIORSTWO HANDLOWE POL-MAX ZDZIS£AW POLKOWSKI;SKLEP SPOØYWCZO-PRZEMYS£OWY;GDA—SK;UL. CHA£UBI—SKIEGO;7;HANDEL;;
PRZEDSI BIORSTWO HANDLOWE POL-MAX ZDZIS£AW POLKOWSKI;SKLEP SPOØYWCZY;GDA—SK;UL. WITOSA;5-9;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP SPOØYWCZY NA STACJI PALIW LOTOS;GDA—SK;UL. ALEJA JANA PAW£A II;25C;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP SPOØYWCZY BIEDRONKA NR 3071;GDA—SK;UL. WYZWOLENIA;26;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;"SUPERMARKET ""BIEDRONKA"" NR 4014";GDA—SK;UL. OPOLSKA;3;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA NR 3920;GDA—SK;UL. WIELKOPOLSKA;62;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 4254;GDA—SK;UL. WRZOSY;1;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 4250;GDA—SK;UL. POMORSKA;24;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;"SUPERMARKET ""BIEDRONKA""";GDA—SK;UL. WOLNOåCI;8;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 4259;GDA—SK;UL. ALEJA GRUNWALDZKA;100;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;"SUPERMARKET ""BIEDRONKA"" NR4262";GDA—SK;UL. PIECEWSKA;26;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;"SUPERMARKET ""BIEDRONKA"" NR 3756";GDA—SK;UL. POTOKOWA;15;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA;GDA—SK;UL. MYåLIWSKA;102;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. JULIUSZA S£OWACKIEGO;159;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. KARMELICKA;1;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. MARCINA DRAGANA;25;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP NR 4357;GDA—SK;UL. GDA—SKA;21L;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. AL. GEN. J”ZEFA HALLERA;132;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. STARTOWA;17;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 4718;GDA—SK;UL. ALEJA RZECZYPOSPOLITEJ;33B;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;"SKLEP ""BIEDRONKA""";GDA—SK;UL. D•BROWSZCZAK”W;5;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. TANDETA;1;HANDEL;/78;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. KAPR”W;3;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. TRAKT åW. WOJCIECHA;149;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA NR 4629;GDA—SK;UL. WAJDELOTY;12;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 5344;GDA—SK;UL. KONRADA GUDERSKIEGO;10;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SUPERMARKET BIEDRONKA NR 5488;GDA—SK;UL. KARTUSKA;26;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;"SUPERMARKET ""BIEDRONKA""";GDA—SK;UL. STANIS£AWA WORCELLA;44;HANDEL;A;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. WAWELSKA;2;HANDEL;A;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP BIEDRONKA;GDA—SK;UL. LUDWIKA BEETHOVENA;11A;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;"SKLEP SIECI ""BIEDRONKA""";GDA—SK;UL. CZERWONY DW”R;24;HANDEL;;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP SIECI BIEDRONKA;GDA—SK;UL. LEONA DROSZY—SKIEGO;28A;HANDEL;LOK.01;
JERONIMO MARTINS POLSKA SP”£KA AKCYJNA;SKLEP SIECI BIEDRONKA;GDA—SK;UL. D•BROWSZCZAK”W;20;HANDEL;;
GRZEGORZ KRYSTOSIAK PHU SKLEP MARIA;"SKLEP SPOØYWCZO-MONOPOLOWY ""MARIA""";GDA—SK;UL. ELBL•SKA;65;HANDEL;;
"FIRMA HANDLOWO US£UGOWA ""MIRON"" MIROS£AW BRONK";SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. JOD£OWA;10;HANDEL;;
"FIRMA HANDLOWO-US£UGOWA ""SKOT"" RADOS£AW SUCHOCKI";SKLEP SPOØYWCZO-MONOPOLOWY SKOT;GDA—SK;UL. KRZEMOWA;8;HANDEL;;
"FIRMA HANDLOWO-US£UGOWA ""SKOT"" RADOS£AW SUCHOCKI";SKLEP SPOØYWCZO-WARZYWNY;GDA—SK;UL. KRZEMOWA;20;HANDEL;;
KUPIEC METROPOLIA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;DELIKATESY SPOØYWCZE HEVELIUS;GDA—SK;UL. JANA KILI—SKIEGO;4;HANDEL;;
"PRZEDSI BIORSTWO HANDLOWO US£UGOWE ""ABI"" IZABELLA KAWCZY—SKA";SKLEP SPOØYWCZY;GDA—SK;UL. TRAUGUTTA;84;HANDEL;;
"""TOM"" DAWID åLUGAJSKI";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. ALEJA RZECZYPOSPOLITEJ;4D;HANDEL;165;
FHU KULA RAFA£ JASIK;"SKLEP SPOØYWCZY ""KULA""";GDA—SK;UL. SZPAKI;3;HANDEL;;
FHU KULA RAFA£ JASIK;SKLEP SPOØYWCZO - MONOPOLOWY;GDA—SK;UL. ZALESIE;5;HANDEL;;
SKLEP CUKIERNICZO-PIEKARNICZY ANNA R”ØALSKA;SKLEP CUKIERNICZO-PIEKARNICZY;GDA—SK;UL. DWORSKA;27;HANDEL;;
"""DONA"" ANETA CYWI—SKA";"SKLEP SPOØYWCZY ""DONA""";GDA—SK;UL. ST•GIEWNA;8;HANDEL;1;
"PHU ""COCO"" ANGELIKA WOJCIECHOWSKA";SKLEP SPOØYWCZY ØABKA;GDA—SK;UL. ROGALI—SKA;8;HANDEL;1A/2A;
"PHU ""COCO"" ANGELIKA WOJCIECHOWSKA";SKLEP ØABKA;GDA—SK;UL. TYTUSA CHA£UBI—SKIEGO;31;HANDEL;;
"SKLEP OG”LNOSPOØYWCZY ""POD FILARAMI"" BOGUMI£A åLIWI—SKA";"SKLEP OG”LNOSPOØYWCZY ""POD FILARAMI""";GDA—SK;UL. KAZIMIERZA POR BSKIEGO;50;HANDEL;LOK.1;
TOMI S.C. TOMASZ BARTCZAK, MICHA£ G£OWATY;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. NIEDèWIEDNIK;24;HANDEL;;
"SKLEP ""NADIA"" EWA MIGALA";SKLEP FRESZ MARKET;GDA—SK;UL. OTWARTA;61;HANDEL;63;
"SKLEP ""NADIA"" EWA MIGALA";SKLEP ØABKA;GDA—SK;UL. PIEKARNICZA;-;HANDEL;U4/8,9,10;
"SKLEP ""NADIA"" EWA MIGALA";SKLEP ØABKA;GDA—SK;UL. MYåLIWSKA;33C;HANDEL;L.U.-52;
SYLWIA KROL;SKLEP SIECI ØABKA;GDA—SK;UL. FRANCISZKA HYNKA;65;HANDEL;;
P.H.U.DAWID TURZENIECKI;FRESHMARKET;GDA—SK;UL. SZARA;35;HANDEL;;
P.H.U.DAWID TURZENIECKI;SKLEP ØABKA;GDA—SK;UL. STANIS£AWA WORCELLA;2A;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP NA STACJI PALIW LOTOS NR 314;GDA—SK;UL. ALEJA GEN. J”ZEFA HALLERA;136;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";"SKLEP NA STACJI PALIW ""LOTOS""";GDA—SK;UL. KARTUSKA;383;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";"SKLEP SPOØYWCZY NA STACJI PALIW ""LOTOS""";GDA—SK;UL. ELBL•SKA;87;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP NA STACJI PALIW LOTOS;GDA—SK;UL. ALEJA ZWYCI STWA;13;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP;GDA—SK;UL. TRAKT åW.WOJCIECHA;115-117;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP NA STACJI PALIW LOTOS;GDA—SK;UL. MA£OMIEJSKA;31;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP;GDA—SK;UL. SPACEROWA;50;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP;GDA—SK;UL. ODYSEUSZA;18;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP;GDA—SK;UL. KO£OBRZESKA;41;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP;GDA—SK;UL. SADOWA;3;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP NA STACJI PALIW;GDA—SK;UL. BEETHOVENA;11;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP NA STACJI PALIW;GDA—SK;UL. CIENISTA;14B;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP SPOØYWCZO-PRZEMYS£OWY;GDA—SK;UL. ASTRONOM”W;20;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP PRZY STACJI PALIW LOTOS NR 281;GDA—SK;UL. MJR. HENRYKA SUCHARSKIEGO;4;HANDEL;;
"""LOTOS PALIWA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";SKLEP;GDA—SK;UL. WARTKA;-;HANDEL;-;
"SALON KOSMETYCZNY ""ARKADIA"" ALEKSANDRA ROGI—SKA";"SKLEP OG”LNOSPOØYWCZY ""ROGUå""";GDA—SK;UL. PI£KARSKA;6A;HANDEL;;
SKLEP WIELOBRANØOWY- JAN KOWALCZYS;SKLEP WIELOBRANØOWY KASIA;GDA—SK;UL. CHRZANOWSKIEGO;24;HANDEL;;
SKLEP MONOPOLOWO-SPOØYWCZY ARKADIUSZ WAROCZYK;SKLEP MONOPOLOWO-SPOØYWCZY;GDA—SK;UL. OSTRO£ CKA;31B;HANDEL;;
"PRZEDSI BIORSTWO HANDLOWO US£UGOWE ""RAMAG"" ANDRZEJ RAJCHERT";SKLEP MONOPOLOWY KAPITAN;GDA—SK;UL. ALEJA GRUNWALDZKA;83;HANDEL;;
"PRZEDSI BIORSTWO HANDLOWO US£UGOWE ""RAMAG"" ANDRZEJ RAJCHERT";SKLEP LIPCE;GDA—SK;UL. TRAKT åW.WOJCIECHA;329;HANDEL;;
"P.H.U.""BEA"" - W•SIK JANUSZ";SKLEP BEA;GDA—SK;UL. TWARDA;16;HANDEL;;
SKLEP OG”LNOSPOZYWCZY IRENA RADLI—SKA;SKLEP DOM PIWA;GDA—SK;UL. DAMROKI;33;HANDEL;E;
"SKLEP SPOØYWCZY ""TINA"" K.SIEMASZKIEWICZ, J.HUMANIUK SP”£KA JAWNA";"SKLEP SPOØYWCZY ""TINA""";GDA—SK;UL. DYREKCYJNA;7;HANDEL;;
"SKLEP OG”LNOSPOØYWCZY  ""SIMON""  SZYMON SAS";"SKLEP SPOØYWCZY ""SIMON""";GDA—SK;UL. PARTYZANT”W;22;HANDEL;;
Z£OTNICTWO AMBER MANUFACTURE  LECH PARZYSZEK;SKLEP;GDA—SK;UL. D£UGIE POBRZEØE;4;HANDEL;;
"ADAM KIERZ ""MALAGA""";"SKLEP SPOØYWCZO-MONOPOLOWY ""MALAGA""";GDA—SK;UL. £UØYCKA;13A;HANDEL;;
SKLEP SPOØYWCZO-WARZYWNICZY WALDEMAR GRZESZCZYK;SKLEP SPOØYWCZO-WARZYWNY;GDA—SK;UL. STRYJEWSKIEGO;18;HANDEL;;
BOØENA PYTEL SKLEP SPOØYWCZY;SKLEP SPOØYWCZY;GDA—SK;UL. MIODOWA;32;HANDEL;;
SKLEP VITIS WARZYWA-OWOCE BOØENA ARENDT;SKLEB WARZYWNO-SPOØYWCZY VITIS;GDA—SK;UL. D£UGA;9/10;HANDEL;;
SKLEP SPOØYWCZO-RYBNY  ANDRZEJ ROSZKOWSKI;SKLEP SPOØYWCZO-RYBNY;GDA—SK;UL. W£ADYS£AWA IV;11A;HANDEL;;
P.H.U. ATLAS S.C. ANNA CECHERZ-PIWKOWSKA (WSP”LNIK SP”£KI CYWILNEJ);SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. ALEJA GRUNWALDZKA;517;HANDEL;;
SKLEP WIELOBRANØOWY PIOTR PETELSKI;SKLEP WIELOBRANØOWY;GDA—SK;UL. DYWIZJONU 303;5A;HANDEL;;
PRZEDSI BIORSTWO US£UGOWO-HANDLOWE BOG-MAR BOGDAN G£OWACKI;"SKLEP SIECI ""ØABKA""";GDA—SK;UL. MYåLIWSKIE WZG”RZE;18;HANDEL;;
"""ZDROWA ØYWNOå∆"" - JUSTYNA SKIERKA";SKLEP ZDROWA ØYWNOå∆;GDA—SK;UL. ALEJA JANA PAW£A II;5;HANDEL;3;
H 500SP. Z O.O. G 570 SP. K-A;"SUPERMARKET ""POLOMARKET""";GDA—SK;UL. SPACEROWA;65;HANDEL;;
"""SANO"" SP. Z O.O.";"SUPERMARKET ""SANO 35""";GDA—SK;UL. P”LNICY;9;HANDEL;;
MAGDALENA JASIK;SKLEP ØABKA;GDA—SK;UL. BURZY—SKIEGO;9;HANDEL;;
"SKLEP WIELOBRANØOWY ""LUCEK"" KATARZYNA DUDKA";SKLEP ØABKA;GDA—SK;UL. NOWATOR”W;9A;HANDEL;;
"SKLEP WIELOBRANØOWY ""LUCEK"" KATARZYNA DUDKA";SKLEP SIECI ØABKA;GDA—SK;UL. STORCZYKOWA;4;HANDEL;1;
PRZEDSI BIORSTWO HANDLOWO-US£UGOWE ARBI ANNA SNAZA;SKLEP SIECI ØABKA;GDA—SK;UL. KO£OBRZESKA;5;HANDEL;7;
"""MAGFUL"" RYSZARD OLEJNICZAK";SKLEP;GDA—SK;UL. TRAKT åW. WOJCIECHA;165;HANDEL;;
"PHU ""ØUK"" ANNA PIETRAS";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. £UCZNICZA;9;HANDEL;;
AGNIESZKA RAUTENBERG;"SKLEP SIECI ""ØABKA""";GDA—SK;UL. IGNACEGO PADEREWSKIEGO;9;HANDEL;1A;
AGNIESZKA RAUTENBERG;SKLEP SPOØYWCZY ØABKA;GDA—SK;UL. ZYGMUNTA NOSKOWSKIEGO;15;HANDEL;U2;
"""JAROSZEK"" WIES£AWA JAROSZEWSKA, ANNA JAROSZEWSKA-FORMELA WSP”LNICY S.C.";SKLEP SPOØYWCZY;GDA—SK;UL. MAZOWIECKA;1;HANDEL;;
PA MARKET SP. Z O.O.;SKLEP SIECI PIOTR I PAWE£;GDA—SK;UL. PRZYWIDZKA;9;HANDEL;;
"FIRMA HANDLOWO-US£UGOWA ""AS"" PAULINA ZYCH";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. KLINICZNA;1b;HANDEL;2;
"FIRMA HANDLOWO-US£UGOWA ""AS"" PAULINA ZYCH";SKLEPSPOØYWCZY FRESH MARKET;GDA—SK;UL. LUDWIKA WARY—SKIEGO;26;HANDEL;27;
"FIRMA HANDLOWO-US£UGOWA ""AS"" PAULINA ZYCH";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. DWORSKA;14;HANDEL;;
"FIRMA HANDLOWO-US£UGOWA ""AS"" PAULINA ZYCH";SKLEP SIECI ØABKA;GDA—SK;UL. JAGIELLO—SKA;8A;HANDEL;;
"FIRMA HANDLOWO-US£UGOWA ""AS"" PAULINA ZYCH";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. KONSTANTEGO IL. GA£CZY—SKIEGO;4;HANDEL;;
"FIRMA HANDLOWO-US£UGOWA ""AMM""  ANNA M•DRALA";SKLEP ØABKA;GDA—SK;UL. åWI TOKRZYSKA;49;HANDEL;;
"FIRMA HANDLOWO-US£UGOWA ""AMM""  ANNA M•DRALA";SKLEP ØABKA FRESH CAFE;GDA—SK;UL. KARTUSKA;358A;HANDEL;;
T. SUREWICZ SP”£KA KOMANDYTOWA;SKLEP CARREFOUR EXPRESS;GDA—SK;UL. KO£ODZIEJSKA;7;HANDEL;9C;
SKLEP MARIAN TOPOLEWSKI;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. GARBARY;5;HANDEL;;
PHU BUS 24 MA£GORZATA SZTURO;SKLEP MONOPOLOWO-SPOØYWCZY;GDA—SK;UL. TYTUSA CHA£UBI—SKIEGO;27E;HANDEL;;
"""RUDA"" KATARZYNA CHMIELECKA";"SKLEP SPOØYWCZY ""ØABKA""";GDA—SK;UL. KONRADA GUDERSKIEGO;66;HANDEL;1U;
ASTRUM PAWE£ J”èWIAK;"SKLEP SIECI ""ØABKA""";GDA—SK;UL. KONRADA GUDERSKIEGO;2;HANDEL;IIIB;
SALONIK BALTAZAR ALEKSANDRA PARTYKA;SALONIK Z WINAMI BALTAZAR;GDA—SK;UL. G”RALSKA;13E;HANDEL;;
"FIRMA HANDLOWO US£UGOWA  ""LUIZA"" ZBIGNIEW ROSNER";"SKLEP SPOØYWCZY ""ZEFIREK""";GDA—SK;UL. STANIS£AWA WYSPIA—SKIEGO;13;HANDEL;;
FAWORYT SP. Z O.O.;"SKLEP SIECI ""PIOTR I PAWE£""";GDA—SK;UL. ZYGMUNTA NOSKOWSKIEGO;1;HANDEL;;
MARKANDE SP. Z O.O. SP.KOMANDYTOWO-AKCYJNA;"SKLEP MI SNO-W DLINIARSKI ""NOWAK""";GDA—SK;UL. KRZEMOWA;1;HANDEL;;
U KLAUDII SKLEP OG”LNOSPOØYWCZY;"SKLEP OG”LNOSPOØYWCZY ""U KLAUDI""";GDA—SK;UL. KONSTANTEGO ILDEFONSA GA£CZY—SKIEGO;18;HANDEL;4;
F.H.U MICHA£ DOMARADZKI;SKLEP SPOØYWCZY ØABKA;GDA—SK;UL. SZAFARNIA;11;HANDEL;U6;
F.H.U MICHA£ DOMARADZKI;SKLEP ZABKA;GDA—SK;UL. TARTACZNA;3;HANDEL;l.uøytk.1;
MALT WHISKY HOUSE TOMASZ SZULC;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. SERDECZNA;1C;HANDEL;;
"ANNA KOWALCZYK ""NEUTRINO""";SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. WILHELMA STRYJEWSKIEGO;29;HANDEL;C;
MAX XAVIER DANUTA M£Y—SKA;SKLEP MAX XAVIER;GDA—SK;UL. J”ZEFA ØYLEWICZA;2;HANDEL;;
SKLEP WIELOBRANØOWY MARIUSZ JARZ•BEK;"SKLEP SPOØYWCZY ""MARIO""";GDA—SK;UL. ALEJA GRUNWALDZKA;44;HANDEL;;
DALPINO S.C. ANNA LIPNICKA MONIKA DMOCH;"SKLEP SIECI ""LEWIATAN""";GDA—SK;UL. BOLES£AWA KRZYWOUSTEGO;25;HANDEL;;
PHU KAROLINA SOBA—SKA;"SKLEP SIECI ""ØABKA""";GDA—SK;UL. CHMIELNA;72;HANDEL;6;
PHU KAROLINA SOBA—SKA;SKLEP SPOØYWCZY ØABKA;GDA—SK;UL. TEOFILA LENARTOWICZA;24;HANDEL;;
PHU KAROLINA SOBA—SKA;SKLEP SIECI ØABKA;GDA—SK;UL. T CZOWA;2;HANDEL;;
SKLEP OG”LNOSPOØYWCZY ALICJA KREFT;SKLEP OG”LNOSPOØYWCZY;GDA—SK;UL. PADEREWSKIEGO;7;HANDEL;;
SKLEP SPOØYWCZO-PRZEMYS£OWY JANINA GRUSLIS;SKLEP;GDA—SK;UL. JAåKOWA DOLINA;43A;HANDEL;;
SKLEP WIELOBRANØOWY WIES£AWA KOBUS-PI£AT;SKLEP SPOØYWCZY;GDA—SK;UL. D£UGIE OGRODY;57;HANDEL;;
SKLEP WIELOBRANØOWY WIES£AWA KOBUS-PI£AT;SKLEP WIELOBRANØOWY;GDA—SK;UL. SIENNICKA;55;HANDEL;;
"""FILIP"" JAROS£AW PI•TEK";SKLEP SPOØYWCZO-MONOPOLOWY FILIP;GDA—SK;UL. OPATA JACKA RYBI—SKIEGO;5;HANDEL;;
"""FILIP"" JAROS£AW PI•TEK";"SKLEP ""FILIP""";GDA—SK;UL. WA£Y PIASTOWSKIE;11;HANDEL;12;
"""FILIP"" JAROS£AW PI•TEK";"SKLEP SPOØYWCZO-MONOPOLOWY ""FILIP""";GDA—SK;UL. ROMANA DMOWSKIEGO;16;HANDEL;;
SKLEP OG”LNOSPOØYWCZY IRENA BULMAN;SKLEP SPOØYWCZY;GDA—SK;UL. STAROWIEJSKA;34;HANDEL;;
SKLEP OG”LNOSPOØYWCZY  ANNA TOMASZ CHROMI—SKI;"SKLEP OG”LNOSPOØYWCZY ""ANNA""";GDA—SK;UL. OSTRO£ CKA;31C;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";"SKLEP SPOØYWCZY ""SAM 34""";GDA—SK;UL. CZYØEWSKIEGO;12;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";SKLEP SPOØYWCZO -PRZEMYS£OWY SAM 34;GDA—SK;UL. KOCURKI;2;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";SKLEP SPOØYWCZY;GDA—SK;UL. BAJKI;10A;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";"SKLEP ""MERKUS""";GDA—SK;UL. ØU£AWSKA;1;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";SKLEP SPOØYWCZY;GDA—SK;UL. PILOT”W;3;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";"SKLEP SPOØYWCZY ""MERKUS""";GDA—SK;UL. MARYNARKI POLSKIEJ;136;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";"SKLEP ""MARCUS""";GDA—SK;UL. W£ADYS£AWA BIEGA—SKIEGO;25;HANDEL;;
""" SAM 34 MAREK THEUS  SP”£KA JAWNA";"SKLEP SPOØYWCZY ""MERKUS""";GDA—SK;UL. MARIANA BUCZKA;20;HANDEL;;
"ANNA GU∆ SKLEP SPOØYWCZO-WARZYWNICZY ""GROSZEK""";DELIKATESY IMBIR;GDA—SK;UL. MARSZ. FERDYNANDA FOCHA;7;HANDEL;4;
SKLEP WIELOBRANØOWY PAWE£ SZYMKOWIAK;SKLEP WIELOBRANØOWY;GDA—SK;UL. NADWIåLA—SKA;19;HANDEL;;
ANETA KASICKA SKLEP WARZYWA-OWOCE;SKLEP WARZYWA OWOCE;GDA—SK;UL. KOLOROWA;6;HANDEL;1;
BLUE VELVET KRYSTIAN KASPRZAK;"SKLEP ""BLUE VELVET""";GDA—SK;UL. D£UGI TARG;19;HANDEL;;
ANNA MARIA LELO SKLEP 4YOU;SKLEP SPOØYWCZY 4U;GDA—SK;UL. JAåMINOWY STOK;16;HANDEL;;
"SKLEP SPOØYWCZY ""U GACKA"" MACIEJ SIEMASZKIEWICZ";"SKLEP SPOØYWCZY ""U GACKA""";GDA—SK;UL. £AGIEWNIKI;64A;HANDEL;;
"SKLEP SPOØYWCZY ""U GACKA"" MACIEJ SIEMASZKIEWICZ";"SKLEP SPOØYWCZY ""U GACKA""";GDA—SK;UL. ALEJA GEN. J”ZEFA HALLERA;55;HANDEL;1;
SKLEP SPOØYWCZO-PRZEMYS£OWY PATRYCJA PYSZNY;SKLEP SPOØYWCZO-MONOPOLOWY;GDA—SK;UL. PRZEGALI—SKA;149;HANDEL;;
LEJDIS S.C. WIKTOR KUJAWA, MACIEJ SZABLEWSKI;SKLEP WIELOBRANØOWY;GDA—SK;UL. £OWICKA;16;HANDEL;;
PIOTR I PAWE£ DETAL SP. Z O.O.;SUPERMARKET PIOTR I PAWE£;GDA—SK;UL. ALEJA GRUNWALDZKA;471;HANDEL;;
PIOTR I PAWE£ DETAL SP. Z O.O.;SKLEP PIOTR I PAWE£ ZACH”D;GDA—SK;UL. WAC£AWA BALCERSKIEGO;2;HANDEL;;
PIOTR I PAWE£ DETAL SP. Z O.O.;SKLEP PIOTR I PAWE£;GDA—SK;UL. KO£OBRZESKA;41;HANDEL;C;
PIOTR I PAWE£ DETAL SP. Z O.O.;SUPERMARKET PIOTR I PAWE£ DETAL;GDA—SK;UL. W£ADYS£AWA CIESZY—SKIEGO;1A;HANDEL;;
PIOTR I PAWE£ DETAL SP. Z O.O.;SKLEP PIOTR I PAWE£;GDA—SK;UL. LIMBOWA;1;HANDEL;;
PIOTR I PAWE£ DETAL SP. Z O.O.;SKLEP PIOTR I PAWE£;GDA—SK;UL. TARG SIENNY;7;HANDEL;;
QLETA SP. Z O.O.;"SKLEP SPOZYWCZO-MONOPOLOWY ""QLETA""";GDA—SK;UL. W£ADYS£AWA CIESZY—SKIEGO;36;HANDEL;41/42;
TOTAL-HANDEL SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;DELIKATESY ALKOHOLOWE;GDA—SK;UL. D£UGIE OGRODY;35;HANDEL;;
"""SKLEP ANTEK"" JUSTYNA MASA";"SKLEP SIECI ""ØABKA""";GDA—SK;UL. D£UGIE OGRODY;11;HANDEL;;
FOLWARK SMAKU PATRYK G”RECKI;SKLEP MI SNO-SPOØYWCZY FOLWAR SMAKU;GDA—SK;UL. KAROLA KURPI—SKIEGO;1A;HANDEL;;
